Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
70764,2007,08/05/2008,Hartford,134 BROWN ST,35287.0,147500.0,0.239233898,Single Family,Single Family,,,,
70255,2007,02/22/2008,Norwich,62 YANTIC LN,141000.0,217280.0,0.648932253,Single Family,Single Family,14 - Foreclosure,,,
70136,2007,04/18/2008,Watertown,327 GUERNSEYTOWN RD,149500.0,225000.0,0.664444444,Single Family,Single Family,01 - Family,,,
70057,2007,07/15/2008,Middlefield,7 ESTHER DR,187600.0,263000.0,0.713307985,Single Family,Single Family,,,,
70020,2007,10/22/2007,Cheshire,15 NORTON LN,167870.0,205000.0,0.818878049,Single Family,Single Family,,ESTATE,,
70245,2007,08/28/2008,Montville,25 RICHARD BROWN DR,172360.0,275000.0,0.626763636,Single Family,Single Family,,,,
70329,2007,02/29/2008,Milford,950 & 974 BRIDGEPORT AVE,3784550.0,5263567.0,0.719008611,,,,,,POINT (-73.07373 41.21492)
70439,2007,07/07/2008,Torrington,14 DOMAN DR,60000.0,98000.0,0.612244898,Two Family,Two Family,14 - Foreclosure,,,
70033,2007,10/30/2007,Cheshire,814 BARDON CT,422830.0,685000.0,0.617270073,Single Family,Single Family,25 - Other,RELOCATION,,
70450,2007,05/08/2008,Hamden,89 CENTRAL AVE.,177030.0,280000.0,0.63225,Single Family,Single Family,,,,
70095,2007,11/16/2007,Wallingford,39 MORNINGSIDE TERR.,218610.0,369000.0,0.592439024,Single Family,Single Family,,,,
70060,2007,11/01/2007,Newington,171 WILLIAMSTOWN COURT,55860.0,99000.0,0.564242424,Condo,Condo,,,,
70037,2007,08/25/2008,Chaplin,211 PALMER RD,152800.0,199500.0,0.765914787,Single Family,Single Family,14 - Foreclosure,,,
70007,2007,10/02/2007,Westport,15 POWERS COURT,530600.0,795000.0,0.667421384,Single Family,Single Family,,,,
70503,2007,05/21/2008,Greenwich,4 BUXTON LN,882910.0,1075000.0,0.821311628,Single Family,Single Family,,,,
70075,2007,09/30/2008,Middlefield,25 JANET DR,193500.0,275000.0,0.703636364,Single Family,Single Family,,,,
70384,2007,06/13/2008,Groton,105 SPYGLASS CIR,166600.0,232960.0,0.715144231,Condo,Condo,,,,
70225,2007,05/01/2008,Wethersfield,92 EASTERN DR,167000.0,340000.0,0.491176471,Single Family,Single Family,,,,
70067,2007,12/06/2007,Cheshire,382 MOUNT SANFORD RD,169190.0,320000.0,0.52871875,Single Family,Single Family,,,,
70161,2007,08/20/2008,Orange,261 HYLAND TERRACE,275400.0,435000.0,0.633103448,Single Family,Single Family,,,,
70091,2007,03/17/2008,Coventry,541 BUNKER HILL RD.,52980.0,65000.0,0.815076923,,,,,,POINT (-72.32223 41.74594)
70250,2007,02/06/2008,Shelton,680 BRIDGEPORT AVE.,1504940.0,2225000.0,0.676377528,,,,,,POINT (-73.12116 41.27776)
70098,2007,11/08/2007,West Hartford,55 IROQUOIS RD,191100.0,263000.0,0.72661597,Single Family,Single Family,,,,
70020,2007,10/16/2007,Wolcott,14 PAULA DR,130060.0,119000.0,1.092941176,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.95717 41.56026)
70378,2007,08/21/2008,Westport,2 HIDDEN HILL,1285200.0,1995000.0,0.644210526,Single Family,Single Family,,,,
70239,2007,08/20/2008,Montville,8 EDDY CT,118190.0,162000.0,0.729567901,Single Family,Single Family,,,,
70308,2007,09/12/2008,New London,165 WILLETTS AVE,164150.0,259995.0,0.631358295,Two Family,Two Family,,,,
70303,2007,03/28/2008,West Haven,155 JONES ST,99890.0,175000.0,0.5708,Single Family,Single Family,,,,
70034,2007,02/14/2008,Washington,24 REVERE RD,239850.0,400000.0,0.599625,Single Family,Single Family,,,,
70097,2007,04/09/2008,New Fairfield,16 PERALTA ST,121100.0,63000.0,1.922222222,,,08 - Part Interest,,,
70281,2007,03/28/2008,Groton,172 BREEZY KNOLL,150220.0,249000.0,0.603293173,Single Family,Single Family,,,,
70046,2007,01/10/2008,Mansfield,425 STAFFORD RD,224700.0,279000.0,0.805376344,Single Family,Single Family,,,,
70243,2007,08/19/2008,Windsor Locks,87 OAKRIDGE DR,86500.0,166000.0,0.521084337,Condo,Condo,,,,
70469,2007,05/02/2008,Milford,21 BERRY ST,218110.0,310000.0,0.703580645,Single Family,Single Family,,,,
70218,2007,06/26/2008,Plainville,236 EAST ST #B2,94430.0,128500.0,0.734863813,Condo,Condo,,,,
70543,2007,09/16/2008,Torrington,220 HIGHLAND AVE,112100.0,200000.0,0.5605,Single Family,Single Family,07 - Change in Property,,,
70404,2007,04/29/2008,East Hartford,69 & 34 LEGGETT ST,1405560.0,3381872.0,0.415615967,,,25 - Other,LEASE AGREEMENT WITH GRANTOR,,POINT (-72.62102 41.78839)
70196,2007,06/18/2008,New Canaan,10 HEATHER DR,690000.0,1025000.0,0.673170732,Single Family,Single Family,,,,
70240,2007,05/09/2008,Trumbull,6106 MAIN ST,209700.0,305000.0,0.687540984,Single Family,Single Family,,,,
70127,2007,08/19/2008,Woodstock,95 GREEN RD,246800.0,290000.0,0.851034483,Single Family,Single Family,,,,
70402,2007,06/27/2008,Enfield,52 SCHOOL ST,149380.0,218000.0,0.685229358,Single Family,Single Family,,,,
70197,2007,06/03/2008,Plainville,37 ROCKWELL AVE,161630.0,303000.0,0.533432343,Single Family,Single Family,,,,
70110,2007,11/13/2007,Milford,81 KENWOOD RD,220330.0,233000.0,0.945622318,Single Family,Single Family,14 - Foreclosure,,,
70027,2007,11/19/2007,Woodbury,19 WASHINGTON RD,254630.0,259900.0,0.97972297,Single Family,Single Family,14 - Foreclosure,,,
70179,2007,02/22/2008,Vernon,"4 LOVELAND HILL #C3,F3,G1,H2,K",297510.0,349419.0,0.851441965,Condo,Condo,,5 CONDO UNITS,,
70140,2007,07/01/2008,Mansfield,69C EASTBROOK HGTS,98350.0,170000.0,0.578529412,Condo,Condo,,,,
70233,2007,02/19/2008,Groton,411 LONG HILL RD,109550.0,100000.0,1.0955,Single Family,Single Family,08 - Part Interest,,,
70481,2007,08/15/2008,Groton,94 BROOKSHAVEN RD,147420.0,245000.0,0.601714286,Single Family,Single Family,,,,
70532,2007,06/02/2008,Greenwich,280 EAST PUTNAM AVE #1H,58051350.0,735000.0,78.98142857,,,08 - Part Interest,CO-OP,,
70721,2007,08/15/2008,Milford,32 MONROE ST,219830.0,255000.0,0.862078431,Single Family,Single Family,,,,
70224,2007,07/02/2008,New Canaan,26 DRUMMOND LN,558800.0,1146000.0,0.487609075,Single Family,Single Family,,,,
70072,2007,10/29/2007,Shelton,370 LONG HILL AVE,196910.0,332000.0,0.59310241,Single Family,Single Family,,,,
70054,2007,04/10/2008,Essex,22 HERON POND RD,145200.0,260000.0,0.558461538,,,,,,
70054,2007,12/10/2007,Windham,62 FAIRVIEW ST,96960.0,196900.0,0.492432707,Single Family,Single Family,,,,
70406,2007,08/05/2008,Windsor,17 PRISCILLA RD,113190.0,94250.0,1.200954907,Single Family,Single Family,08 - Part Interest,,,
70332,2007,04/08/2008,Southington,111 EVAN RD,193340.0,313750.0,0.616223108,Single Family,Single Family,,,,
70184,2007,12/07/2007,West Hartford,25 HARWICH LN,226200.0,350000.0,0.646285714,Condo,Condo,,,,
70177,2007,12/05/2007,Manchester,7-9 PLEASANT ST,152100.0,210000.0,0.724285714,Two Family,Two Family,14 - Foreclosure,,,
70040,2007,04/22/2008,Columbia,CHERRY VALLEY RD,61500.0,131000.0,0.469465649,,,,,,
70253,2007,04/24/2008,Vernon,22 WESTWOOD DR,228700.0,280000.0,0.816785714,Single Family,Single Family,,,,POINT (-72.49311 41.81361)
70364,2007,08/26/2008,Trumbull,38 DRIFTWOOD LN,561400.0,920000.0,0.610217391,Single Family,Single Family,,,,
70018,2007,10/25/2007,Hebron,61 REIDY HILL RD,175980.0,243500.0,0.722710472,Single Family,Single Family,,,,
70025,2007,11/15/2007,Hebron,118 CROUCH RD,286760.0,235000.0,1.220255319,Single Family,Single Family,14 - Foreclosure,,,
70041,2007,11/13/2007,Wolcott,302 CELIA DR,124880.0,183000.0,0.682404372,Single Family,Single Family,,,,
70081,2007,01/10/2008,Rocky Hill,90 RAYMOND RD,152130.0,328500.0,0.463105023,Single Family,Single Family,,,,
70736,2007,08/25/2008,Hamden,54 WILLARD ST,158970.0,239000.0,0.665146444,Single Family,Single Family,,,,POINT (-72.8957 41.389)
70111,2007,12/21/2007,Westport,109 CROSS HWY,765300.0,937500.0,0.81632,Single Family,Single Family,,,,
70535,2007,05/13/2008,Hartford,171 VICTORIA RD,45877.0,160000.0,0.28673125,Single Family,Single Family,,,,
70795,2007,09/03/2008,Meriden,72 COE AVE,100160.0,115000.0,0.870956522,Single Family,Single Family,14 - Foreclosure,,,
70213,2007,04/25/2008,Wethersfield,85 AMHERST ST,118500.0,240000.0,0.49375,Single Family,Single Family,,,,
70123,2007,01/31/2008,Wethersfield,279-287 MAIN ST,207400.0,600000.0,0.345666667,,,10 - A Will,,,POINT (-72.65261 41.71433)
70104,2007,06/27/2008,Derby,408 BIRMINGHAM COND,120680.0,185000.0,0.652324324,Condo,Condo,,,,
70078,2007,04/09/2008,Putnam,20 RAY ST,75500.0,155000.0,0.487096774,Single Family,Single Family,,,,
70747,2007,09/25/2008,Stratford,21A ALGONQUIN LN,156380.0,216500.0,0.722309469,Condo,Condo,,,,POINT (-73.11103 41.24917)
70363,2007,08/13/2008,Westport,2 NARROW ROCKS RD,301100.0,480000.0,0.627291667,Single Family,Single Family,,,,
70437,2007,06/19/2008,West Haven,17 ASHFORD ST,112350.0,85000.0,1.321764706,Single Family,Single Family,14 - Foreclosure,,,
70037,2007,06/19/2008,Kent,5 CONBOY HGTS,248600.0,260000.0,0.956153846,Single Family,Single Family,08 - Part Interest,,,
70141,2007,12/05/2007,Southington,106 BERLIN AVE,158970.0,195000.0,0.815230769,Two Family,Two Family,,,,
70242,2007,01/14/2008,Manchester,441-10 SOUTH MAIN ST,144000.0,254000.0,0.566929134,Condo,Condo,,,,
70208,2007,06/23/2008,Windham,36 LAUREL LN,116080.0,214000.0,0.542429907,Single Family,Single Family,07 - Change in Property,,,
70616,2007,07/14/2008,Hamden,39 MUELLER DR,138810.0,209000.0,0.664162679,Single Family,Single Family,,,,
70178,2007,03/14/2008,Trumbull,43-53 MONROE TPKE,624400.0,100000.0,6.244,,,06 - Portion of Property,,,
70133,2007,11/19/2007,Milford,20 TOPFIELD RD,222820.0,265000.0,0.840830189,Single Family,Single Family,01 - Family,,,
70214,2007,08/28/2008,Wolcott,4 PARK AVE #5,46200.0,200500.0,0.23042394,Condo,Condo,07 - Change in Property,,,
70139,2007,01/24/2008,Westport,63 COLONY RD,835100.0,1200000.0,0.695916667,Single Family,Single Family,,,,
70086,2007,07/01/2008,Old Lyme,23 & 24 WEST END DR,251200.0,251200.0,1.0,Single Family,Single Family,01 - Family,,,
70046,2007,01/08/2008,Plymouth,201 WASHINGTON RD,150260.0,273500.0,0.549396709,Single Family,Single Family,,,,
70081,2007,07/16/2008,Woodbridge,27 BROOK RD,392350.0,340500.0,1.152276065,Single Family,Single Family,25 - Other,ASSESS > SALE,,POINT (-73.01859 41.33744)
70019,2007,10/24/2007,Windham,26 ZOLDAK DR,36160.0,85000.0,0.425411765,,,,,,
70201,2007,12/06/2007,New Haven,33 STEVENS ST,129360.0,227000.0,0.569867841,Two Family,Two Family,,,,
70227,2007,12/21/2007,Meriden,7916 HOLLOW BROOK II,110420.0,170000.0,0.649529412,Condo,Condo,,,,
70286,2007,01/08/2008,New Haven,376 CENTRAL AVE,170590.0,156300.0,1.091426743,Single Family,Single Family,01 - Family,,,
70186,2007,02/27/2008,Vernon,159 MONTAUK DR,161690.0,220000.0,0.734954545,Single Family,Single Family,,,,POINT (-72.48452 41.81265)
70572,2007,05/21/2008,West Hartford,174 ABBOTSFORD AVE,124100.0,177000.0,0.701129944,Single Family,Single Family,,,,
70561,2007,05/16/2008,West Hartford,211 ELMFIELD ST,153800.0,175000.0,0.878857143,Single Family,Single Family,,,,
70427,2007,06/10/2008,Newington,261 COTTONWOOD RD,109760.0,159000.0,0.690314465,Condo,Condo,14 - Foreclosure,,,
70549,2007,07/02/2008,Southington,22 DOUGLAS ST,129710.0,226000.0,0.573938053,Single Family,Single Family,,,,
70111,2007,02/25/2008,Montville,59 LEITAO DRIVE,141920.0,178000.0,0.797303371,Single Family,Single Family,,,,
70283,2007,09/25/2008,Windham,171 ORCHARD HILL RD,98400.0,90000.0,1.093333333,Single Family,Single Family,07 - Change in Property,,,
70458,2007,03/26/2008,New Haven,56 WEST HILLS RD,104930.0,110000.0,0.953909091,Single Family,Single Family,,,,
70093,2007,11/14/2007,West Haven,920 OCEAN AVE #A1,139930.0,185000.0,0.756378378,Condo,Condo,,,,
71010,2007,09/10/2008,West Hartford,4 GREENSVIEW DR,269200.0,382500.0,0.70379085,Single Family,Single Family,,,,
70138,2007,11/30/2007,East Hartford,17 ARAWAK DR,27730.0,35000.0,0.792285714,Single Family,Single Family,,MOBILE HOME,,
70019,2007,05/12/2008,Morris,266 THOMASTON RD,288800.0,400000.0,0.722,Single Family,Single Family,01 - Family,,,
70392,2007,06/13/2008,Torrington,550 WOOD DUCK RD,150500.0,268000.0,0.561567164,Single Family,Single Family,,,,POINT (-73.06284 41.85854)
70138,2007,09/16/2008,Westbrook,1418 BOSTON POST RD,223040.0,350000.0,0.637257143,,,,,,
70210,2007,07/15/2008,Watertown,245 CHERRY AVE #L17,78200.0,154000.0,0.507792208,Condo,Condo,,,,
70004,2007,04/01/2008,Union,MASHAPAUG RD,49980.0,92000.0,0.54326087,,,,,,
70538,2007,08/08/2008,West Haven,64 CLARK ST,192010.0,226000.0,0.84960177,,,,,,
70187,2007,12/24/2007,Greenwich,2 OAK ST,396690.0,1650000.0,0.240418182,Single Family,Single Family,07 - Change in Property,,,
70042,2007,07/31/2008,Sprague,138 WEST MAIN ST,90600.0,125000.0,0.7248,Single Family,Single Family,01 - Family,,,
70157,2007,09/29/2008,Burlington,56 CHAROLAIS WAY,385910.0,570000.0,0.677035088,Single Family,Single Family,,,,POINT (-72.99334 41.76895)
70848,2007,07/30/2008,West Hartford,106 LEVESQUE AVE,134100.0,132600.0,1.011312217,Single Family,Single Family,14 - Foreclosure,,,
70276,2007,04/21/2008,Enfield,51 BOOTH ROAD,117880.0,95000.0,1.240842105,Single Family,Single Family,14 - Foreclosure,,,
70113,2007,05/23/2008,Mansfield,422 STAFFORD RD,129290.0,212000.0,0.609858491,Single Family,Single Family,,,,
70082,2007,05/06/2008,North Branford,92 FEATHER LANE,128240.0,659000.0,0.194597876,Single Family,Single Family,07 - Change in Property,,,
70210,2007,02/01/2008,Wallingford,40 BRENTWOOD DR,138700.0,202000.0,0.686633663,Condo,Condo,,,,
70460,2007,04/04/2008,West Hartford,71 WATERSIDE LN,717100.0,1071000.0,0.669561158,Single Family,Single Family,,,,POINT (-72.76284 41.73966)
70220,2007,03/31/2008,Windsor,15 HUCKLEBERRY RD,45150.0,448000.0,0.10078125,Single Family,Single Family,07 - Change in Property,,,POINT (-72.70734 41.88594)
70020,2007,01/23/2008,Lisbon,207 KIMBALL RD,118940.0,118560.0,1.003205128,Single Family,Single Family,,,,POINT (-72.01543 41.6422)
70147,2007,12/14/2007,Wallingford,13 HILLSIDE LANE,125650.0,220000.0,0.571136364,Single Family,Single Family,,,,POINT (-72.8246 41.48939)
70011,2007,10/17/2007,Woodbury,11 BETHLEHEM RD,176540.0,349900.0,0.504544155,Single Family,Single Family,,,,POINT (-73.17054 41.59555)
70040,2007,07/31/2008,Voluntown,237 BROWN RD,173110.0,208000.0,0.832259615,Single Family,Single Family,14 - Foreclosure,,,
70154,2007,01/09/2008,Enfield,68 BROOKSIDE VILLAGE,127260.0,172000.0,0.739883721,Condo,Condo,,,,
70190,2007,08/19/2008,Suffield,39 STRATTON FARMS RD,46410.0,141500.0,0.327985866,Single Family,Single Family,07 - Change in Property,,,
70004,2007,10/02/2007,Newington,37 CHAPLIN ST.,24500.0,417236.0,0.058719765,Condo,Condo,07 - Change in Property,,,
70028,2007,11/26/2007,Plymouth,4 WALL ST,67230.0,75000.0,0.8964,Single Family,Single Family,,,,
70474,2007,04/18/2008,Hartford,700 MAPLE AVE #304,14828.0,70000.0,0.211828571,Condo,Condo,,,,
70202,2007,09/08/2008,Suffield,559 THOMPSONVILLE RD,183610.0,295000.0,0.62240678,Single Family,Single Family,,,,
70200,2007,07/28/2008,Seymour,56 HERITAGE DR,193690.0,325000.0,0.595969231,Single Family,Single Family,,,,
70107,2007,11/20/2007,Torrington,310 AETNA AVE,135700.0,297500.0,0.456134454,Single Family,Single Family,,,,
70203,2007,03/17/2008,New Milford,609 LONG MOUNTAIN RD,201670.0,560000.0,0.360125,Single Family,Single Family,,,,
70255,2007,09/05/2008,Watertown,92 BUCKWHEAT HILL,199400.0,386000.0,0.516580311,Single Family,Single Family,,,,
70152,2007,06/02/2008,Oxford,58 REES DR.,232940.0,315000.0,0.739492063,Single Family,Single Family,,,,
70060,2007,04/30/2008,East Granby,RUSSELL RD,6500.0,8686.0,0.748330647,,,28 - Use Assessment,,,
70028,2007,10/17/2007,Wallingford,122 STAFFORDSHIRE COMMONS,111090.0,183500.0,0.605395095,Condo,Condo,,,,POINT (-72.81458 41.50335)
70526,2007,06/06/2008,Hamden,36 BROOKHAVEN RD,307860.0,565000.0,0.544884956,Single Family,Single Family,,,,
70010,2007,11/30/2007,Middlefield,WEST ST,97800.0,132500.0,0.738113208,,,,,,
70128,2007,11/29/2007,Hartford,1 LINDEN PL #300,42063.0,245000.0,0.171685714,Condo,Condo,,,,
70182,2007,07/21/2008,Oxford,28 OLD FARM RD,249670.0,387500.0,0.644309677,Single Family,Single Family,,,,
70142,2007,09/30/2008,Westbrook,389 SEASIDE AVE,391900.0,925000.0,0.423675676,Single Family,Single Family,,,,
70092,2007,11/06/2007,Greenwich,315 WEST PUTNAM AVE,1044960.0,1725000.0,0.605773913,,,,,,
70764,2007,08/29/2008,Milford,325 WEST RUTLAND RD,321570.0,422000.0,0.762014218,Single Family,Single Family,,,,
70857,2007,07/31/2008,West Hartford,50 BEECH TREE LN,383800.0,652500.0,0.588199234,Single Family,Single Family,,,,
70042,2007,10/22/2007,East Hartford,201 LEXINGTON RD,5540.0,465000.0,0.011913978,,,17 - Two Towns,,,
70005,2007,10/04/2007,Haddam,38 SEPUNNOMO LN,335180.0,523455.0,0.640322473,Single Family,Single Family,,,,POINT (-72.56677 41.43872)
70101,2007,03/03/2008,Coventry,110 WALL ST.,194830.0,360000.0,0.541194444,Two Family,Two Family,,,,
70042,2007,01/04/2008,Putnam,56 LATICI ST,90500.0,200000.0,0.4525,Single Family,Single Family,,,,
70063,2007,10/26/2007,Meriden,109 BUCKINGHAM ST,145290.0,261900.0,0.554753723,Single Family,Single Family,,,,
70219,2007,07/25/2008,Montville,15 ANDERSEN LN,304230.0,360000.0,0.845083333,Single Family,Single Family,,,,
70080,2007,05/01/2008,Killingworth,449 ROAST MEAT HILL RD,281560.0,335000.0,0.840477612,Single Family,Single Family,25 - Other,OWNER CARRYING TWO MORTGAGES - PRESSURE TO SELL,,
70510,2007,06/18/2008,Southington,TUDOR MEADOW #40D,97370.0,150000.0,0.649133333,Condo,Condo,,,,
70282,2007,04/01/2008,Wallingford,4A CATHERINES CT,131040.0,185000.0,0.708324324,Condo,Condo,,,,
70054,2007,12/17/2007,Seymour,5 TERRACE RD,198520.0,269900.0,0.735531678,Single Family,Single Family,,,,POINT (-73.09714 41.36053)
70216,2007,06/10/2008,East Hampton,34 SUNRISE LN,33930.0,125000.0,0.27144,,,07 - Change in Property,,,
70016,2007,11/05/2007,North Branford,364 VILLAGE ST,292880.0,470000.0,0.623148936,Single Family,Single Family,07 - Change in Property,,,POINT (-72.80778 41.38298)
70137,2007,06/30/2008,Mansfield,297 NORTH EAGLEVILLE RD,141120.0,208450.0,0.676996882,Single Family,Single Family,,,,
70511,2007,04/20/2008,West Hartford,32 TIMOTHY DR,172000.0,258000.0,0.666666667,Single Family,Single Family,,,,POINT (-72.75731 41.72255)
70058,2007,06/02/2008,Weston,71 NORFIELD RD,1755950.0,2800000.0,0.627125,Single Family,Single Family,,,,POINT (-73.37541 41.20078)
70048,2007,10/30/2007,Vernon,77 WILSHIRE ROAD,181570.0,241500.0,0.75184265,Single Family,Single Family,,,,
70148,2007,12/03/2007,Shelton,90 IVY BROOK RD,20618360.0,39800000.0,0.518049246,,,07 - Change in Property,,,
70187,2007,06/02/2008,Windsor Locks,530 DENSLOW ST,97800.0,208000.0,0.470192308,Single Family,Single Family,,,,
70272,2007,02/01/2008,Stratford,205 REDBIRD DR,154000.0,328500.0,0.468797565,Single Family,Single Family,,,,
70360,2007,08/26/2008,East Haven,15 MILL HILL RD,177460.0,215000.0,0.825395349,Single Family,Single Family,14 - Foreclosure,,,
70103,2007,03/18/2008,Seymour,19 KATHY DR,156310.0,225000.0,0.694711111,Single Family,Single Family,,,,
70168,2007,06/30/2008,Wolcott,14 EQUINOX AVE,194750.0,324900.0,0.599415205,Single Family,Single Family,,,,
70296,2007,07/15/2008,East Lyme,23 SAPIA DR,110180.0,180000.0,0.612111111,,,,,,POINT (-72.22376 41.31414)
70375,2007,01/04/2008,Norwalk,PINE POINT RD #298,64190.0,162500.0,0.395015385,Condo,Condo,,BEACH LOCKER,,
70814,2007,09/23/2008,Fairfield,153 BUTTERNUT LN,921830.0,1350000.0,0.682837037,Single Family,Single Family,,,,
70251,2007,09/15/2008,Montville,54 OAK HILL RD,127120.0,196500.0,0.64692112,Single Family,Single Family,,,,
70111,2007,03/27/2008,Wolcott,439 BOUNDLINE RD,212480.0,415000.0,0.512,Single Family,Single Family,15 - Government Agency,,,
70499,2007,07/18/2008,West Haven,282 BENHAM HILL RD,469070.0,480000.0,0.977229167,Single Family,Single Family,25 - Other,BELOW MARKET,,POINT (-72.98315 41.25054)
70028,2007,10/11/2007,West Hartford,28 HARWICH LN,235900.0,308000.0,0.765909091,Condo,Condo,,,,
70413,2007,02/01/2008,Norwalk,21 WEST MAIN ST #C2,108290.0,247000.0,0.438421053,Condo,Condo,,,,
70043,2007,11/20/2007,North Haven,390 MANSFIELD RD,305270.0,465500.0,0.655789474,Single Family,Single Family,,,,POINT (-72.88078 41.40707)
70147,2007,05/29/2008,Oxford,19 PERRY LANE,293970.0,440000.0,0.668113636,Single Family,Single Family,,,,POINT (-73.14928 41.45334)
70004,2007,10/02/2007,Woodbury,2 HILL VIEW LN,283290.0,550000.0,0.515072727,Condo,Condo,,,,POINT (-73.20148 41.52472)
70183,2007,05/21/2008,Plainville,12 CASSIDY DRIVE,70980.0,90000.0,0.788666667,Condo,Condo,25 - Other,RESTRICTED RESALE LOW INCOME,,
70184,2007,03/05/2008,Windsor,29 WATERVIEW DR,105210.0,197900.0,0.531632137,Condo,Condo,,,,
70741,2007,06/27/2008,Norwalk,80 COUNTY ST #5G,144900.0,280000.0,0.5175,Condo,Condo,,,,
70055,2007,01/31/2008,Woodbury,22 FAIR GROUNDS RD,287230.0,482000.0,0.595912863,Single Family,Single Family,25 - Other,RELOCATION,,
70106,2007,11/14/2007,Greenwich,396B SOUND BEACH AVE,1552880.0,1875000.0,0.828202667,Single Family,Single Family,,,,POINT (-73.56356 41.02129)
70101,2007,02/04/2008,Windsor Locks,14 HATHAWAY ST,108000.0,175000.0,0.617142857,Single Family,Single Family,14 - Foreclosure,,,
70136,2007,02/19/2008,Wethersfield,114 WATERS VIEW DR,132100.0,237000.0,0.557383966,Single Family,Single Family,,,,
70141,2007,03/10/2008,Cheshire,622 TAMARACK,407210.0,675000.0,0.603274074,Single Family,Single Family,,,,
70578,2007,05/22/2008,West Hartford,6 PIONEER DR,343600.0,470000.0,0.73106383,Single Family,Single Family,03 - Inter Corporation,,,
70682,2007,09/08/2008,Southington,802 WEST ST,347900.0,955000.0,0.364293194,,,25 - Other,NEW DEVELOPMENT IN AREA HAS DOUBLED MARKET VALUE,,
70594,2007,06/24/2008,Stratford,608 FERRY BLVD,690550.0,500000.0,1.3811,,,14 - Foreclosure,,,POINT (-73.11832 41.19814)
70427,2007,09/29/2008,Westport,4 CROSS BROOK LN,726600.0,713631.0,1.018173258,Single Family,Single Family,17 - Two Towns,,,POINT (-73.38633 41.16725)
70149,2007,12/17/2007,Wallingford,95 CHIMNEY HILL RD.,234710.0,300000.0,0.782366667,Single Family,Single Family,,ESTATE,,
70014,2007,10/05/2007,West Haven,74 CLARK ST,156730.0,305000.0,0.513868852,,,,,,
70017,2007,10/22/2007,Windham,27 JAYNES AVE,14150.0,4000.0,3.5375,Single Family,Single Family,25 - Other,RESTRICTED TO CHURCH MEMBERS,,
70228,2007,01/02/2008,Hartford,7 DEAN ST,26872.0,172500.0,0.15577971,Condo,Condo,,,,
70290,2007,02/27/2008,Hamden,302 PINE ROCK AVE. #B10,33110.0,72000.0,0.459861111,Condo,Condo,,,,POINT (-72.94701 41.34114)
70847,2007,07/01/2008,Norwalk,29 STYLES LN,243390.0,400000.0,0.608475,Single Family,Single Family,,,,
70251,2007,02/21/2008,Norwich,20 WILMOT AVE,76000.0,74000.0,1.027027027,Single Family,Single Family,14 - Foreclosure,,,
70229,2007,01/11/2008,Stratford,15 GLENAVON ST,202160.0,90000.0,2.246222222,Single Family,Single Family,01 - Family,,,
70430,2007,07/10/2008,Enfield,27 TILL ST,111510.0,170500.0,0.654017595,Single Family,Single Family,,,,
70228,2007,02/04/2008,Southington,67 WEST ST,249060.0,415000.0,0.600144578,Single Family,Single Family,,,,
70658,2007,07/30/2008,Fairfield,44 HIGH CIRCLE LN,271740.0,1250000.0,0.217392,Single Family,Single Family,07 - Change in Property,,,
70503,2007,08/29/2008,Norwich,3 COUNTRY DR,81000.0,98350.0,0.823589222,Single Family,Single Family,,,,
70381,2007,08/14/2008,Wethersfield,96 LIBERTY HILL EAST,183900.0,320000.0,0.5746875,Single Family,Single Family,,,,
70143,2007,04/08/2008,New London,1162 OCEAN AVE.,226800.0,60000.0,3.78,Single Family,Single Family,01 - Family,,,POINT (-72.0966 41.31056)
70563,2007,06/16/2008,Milford,116 NAUGATUCK AVE,137790.0,180000.0,0.7655,Single Family,Single Family,,,,POINT (-73.08665 41.19507)
70075,2007,11/05/2007,Wallingford,570 NO. MAIN ST.,233030.0,390000.0,0.597512821,Single Family,Single Family,,,,
70541,2007,06/18/2008,Manchester,59 COBURN RD,145800.0,262000.0,0.55648855,Single Family,Single Family,,,,
70244,2007,03/31/2008,Enfield,30 BROOKSIDE VILLAGE,115640.0,160000.0,0.72275,Condo,Condo,,,,
70007,2007,10/09/2007,Montville,500 KITEMAUG RD.,191760.0,250000.0,0.76704,Single Family,Single Family,,,,
70326,2007,01/25/2008,Norwalk,41 1/2 TAYLOR AVE,388080.0,700000.0,0.5544,Two Family,Two Family,,,,POINT (-73.42809 41.09924)
70035,2007,06/03/2008,Voluntown,435 ROCKVILLE RD,135170.0,235000.0,0.575191489,Single Family,Single Family,,,,
70395,2007,02/22/2008,Norwalk,586 CONNECTICUT AVE,1961400.0,5850000.0,0.335282051,,,,,,
70093,2007,11/19/2007,Groton,1985 GOLD STAR HWY,263900.0,400000.0,0.65975,Single Family,Single Family,,,,
70301,2007,06/02/2008,Windsor,16 LAST LEAF CIR,134540.0,230000.0,0.584956522,Condo,Condo,,,,
70039,2007,10/22/2007,Enfield,20 STANDISH ST,157360.0,230000.0,0.684173913,Single Family,Single Family,,,,
70054,2007,11/27/2007,Clinton,RIVERSIDE DR #45-31,20800.0,29000.0,0.717241379,,,,DOCKOMINIUM,,
